id,shape,d_size,color,clarity,cut,polish,sym,flour,m1,m2,m3,d_depth,d_table,d_ref,reportNo,detail,disc,rate,location,certNo,milky,eyeClean,browness,isbuy,los,isdisp,cert,types,disc1,oldRef,rap,update_time,sys_status,green,up_file_name,is_sh,certificate,daylight,order_by,is_size_normal,black,is_bgm,bt,bc,wt,wc,temp,order_tj,order_sx,rate_add,count_rate,insert_type,currentPage,pageSize,totalPage,totalRecord,shape_en,location_en,is_own_filter_stock,num_all,isown,app_check_code,sign,sessionkey,status,girdle,video,cgno,remark,disc2,rate1
4369932886,圆形,0.5,D,VVS1,EX,EX,EX,NON,5.08X5.09X3.16,,,62.20,59.00,196783,6342550974,86803,-89.4,4924.4,香港,6342550974,无奶,EC0,无咖,1,www.diamjoy.com,1,GIA,,0.0,GHIUDV,5200.0,"Jul 2, 2020 10:48:14 PM",0,,www.diamjoy.com接口导入,0,,http://diamjoy-image.starjew.com/6342550974.jpg?imageView2/2/w/800/h/800/q/100&v=,0,1,N,0,BT0,BC0,-,-,5.09,0,0,0.0,4924.4,1,0,0,0,0,ROUND,HK,True,0,False,0,,,1,,,,,,
4369932509,圆形,0.5,D,VVS1,EX,EX,EX,NON,5.11X5.14X3.16,,,61.70,58.00,197352,6355243278,86803,-89.4,4924.4,香港,6355243278,无奶,EC0,无咖,1,www.diamjoy.com,1,GIA,,0.0,GHUVZL,5200.0,"Jul 2, 2020 10:48:14 PM",0,,www.diamjoy.com接口导入,0,,http://diamjoy-image.starjew.com/6355243278.jpg?imageView2/2/w/800/h/800/q/100&v=,0,1,N,0,BT0,BC0,-,-,5.14,0,0,0.0,4924.4,1,0,0,0,0,ROUND,HK,True,0,False,0,,,1,,,,,,
4369932510,圆形,0.5,D,VVS1,EX,EX,EX,NON,5.02X5.06X3.17,,,62.90,57.00,197351,5202961217,86803,-89.4,4924.4,香港,5202961217,无奶,EC0,无咖,1,www.diamjoy.com,1,GIA,,0.0,GHUVZG,5200.0,"Jul 2, 2020 10:48:14 PM",0,,www.diamjoy.com接口导入,0,,http://diamjoy-image.starjew.com/5202961217.jpg?imageView2/2/w/800/h/800/q/100&v=,0,1,N,0,BT0,BC0,-,-,5.06,0,0,0.0,4924.4,1,0,0,0,0,ROUND,HK,True,0,False,0,,,1,,,,,,
4369932511,圆形,0.5,D,VVS1,EX,EX,EX,NON,5.10X5.13X3.07,,,60.00,61.00,197350,6351049024,86803,-89.4,4924.4,香港,6351049024,无奶,EC0,无咖,1,www.diamjoy.com,1,GIA,,0.0,GHUVZK,5200.0,"Jul 2, 2020 10:48:14 PM",0,,www.diamjoy.com接口导入,0,,http://diamjoy-image.starjew.com/6351049024.jpg?imageView2/2/w/800/h/800/q/100&v=,0,1,N,0,BT0,BC0,-,-,5.13,0,0,0.0,4924.4,1,0,0,0,0,ROUND,HK,True,0,False,0,,,1,,,,,,
4369560778,圆形,0.51,D,VVS1,EX,EX,EX,NON,5.20X  5.16X  3.12,,,61,60.20,OSSN-05189,1358425929,32457,-86.0,4932.72,印度,1358425929,无奶,-,无咖,1,api.kgirdharlal.com,1,GIA,,0.0,OSSN-KZGDH,5200.0,"Jul 2, 2020 9:31:09 PM",0,,api.kgirdharlal.com  文档在线导入,0,,,0,1,N,0,-,-,-,-,5.20,0,0,0.0,4932.72,1,0,0,0,0,ROUND,INDIA,True,0,False,0,,,1,,,,,,
4363140071,圆形,0.53,D,VVS1,EX,EX,EX,NON,5.18X5.16X3.23,,,62.60,56.00,TH52A88674,6342502889,78738,-79.0,4933.240000000001,印度,6342502889,无奶,-,无咖,1,www.zuansoft.com,1,GIA,,0.0,THZLADDIU2,5200.0,"Jul 1, 2020 1:37:42 PM",0,,78738 0701.xlsx,0,,,0,1,N,0,-,-,-,-,5.18,0,0,0.0,4933.240000000001,1,0,0,0,0,ROUND,INDIA,True,0,False,0,,,,,,,,,
4369753634,圆形,0.5,D,VVS1,EX,EX,EX,NON,5.06,5.04,3.17,62.7,56,100735785682,2356379100,62919,-90.0,4940.0,印度,2356379100,无奶,-,无咖,1,diamonds.kirangems.com,1,GIA,,0.0,GKKUVZUDZIDL,5200.0,"Jul 2, 2020 10:19:32 PM",0,,kirangems接口导入,0,https://photo.diamondasset.in:8080/Picture/2356379100.pdf,https://photo.diamondasset.in:8080/imagesM/2356379100.jpg,0,1,N,0,BT0,BC0,-,-,5.06,0,0,0.0,4940.0,1,0,0,0,0,ROUND,INDIA,True,0,False,0,,,,MED to STK,https://photo.diamondasset.in/photo/appVideo.jsp?idv=2356379100,,,,
4369932884,圆形,0.5,D,VVS1,EX,EX,EX,NON,5.03X5.06X3.17,,,62.80,57.00,196785,6355027834,86803,-90.0,4940.0,香港,6355027834,无奶,EC0,无咖,1,www.diamjoy.com,1,GIA,,0.0,GHIUDZ,5200.0,"Jul 2, 2020 10:48:14 PM",0,,www.diamjoy.com接口导入,0,,http://diamjoy-image.starjew.com/6355027834.jpg?imageView2/2/w/800/h/800/q/100&v=,0,1,N,0,BT0,BC0,-,-,5.06,0,0,0.0,4940.0,1,0,0,0,0,ROUND,HK,True,0,False,0,,,1,,,,,,
4369932887,圆形,0.5,D,VVS1,EX,EX,EX,NON,5.01X5.04X3.18,,,63.30,57.00,196782,6203891521,86803,-90.0,4940.0,香港,6203891521,无奶,EC0,无咖,1,www.diamjoy.com,1,GIA,,0.0,GHIUDL,5200.0,"Jul 2, 2020 10:48:14 PM",0,,www.diamjoy.com接口导入,0,,http://diamjoy-image.starjew.com/6203891521.jpg?imageView2/2/w/800/h/800/q/100&v=,0,1,N,0,BT0,BC0,-,-,5.04,0,0,0.0,4940.0,1,0,0,0,0,ROUND,HK,True,0,False,0,,,1,,,,,,
4369757294,圆形,0.5,D,VVS1,EX,EX,EX,NON,5.08,5.04,3.14,62.1,58,100731574743,6355425602,62919,-90.0,4940.0,印度,6355425602,无奶,-,无咖,1,diamonds.kirangems.com,1,GIA,,0.0,GKKUVGZU2U2V,5200.0,"Jul 2, 2020 10:20:08 PM",0,,kirangems接口导入,0,https://photo.diamondasset.in:8080/Picture/6355425602.pdf,https://photo.diamondasset.in:8080/imagesM/6355425602.jpg,0,1,N,0,BT0,BC0,-,-,5.08,0,0,0.0,4940.0,1,0,0,0,0,ROUND,INDIA,True,0,False,0,,,,THN to STK,https://photo.diamondasset.in/photo/appVideo.jsp?idv=6355425602,,,,
